Date,HDFCBANK.NS,TATAMOTORS.NS,ADANIENT.NS,VOLTAS.NS,BAJAJFINSV.NS,HAVELLS.NS,RELIANCE.NS,BERGEPAINT.NS,ASIANPAINT.NS,MUTHOOTFIN.NS
2014-01-01,317.78387451171875,369.24285888671875,38.02782440185547,110.70235443115234,755.94921875,146.20834350585938,417.22540283203125,77.01600646972656,474.72113037109375,91.28120422363281
2014-01-02,313.8901062011719,366.6824035644531,36.13174057006836,109.2939224243164,724.3726196289062,147.85813903808594,410.7473449707031,76.35253143310547,461.2323303222656,91.99630737304688
2014-01-03,316.804443359375,357.1792907714844,35.1412467956543,107.55685424804688,725.3175048828125,150.2453155517578,405.7010192871094,76.42057800292969,464.9844970703125,91.82804870605469
2014-01-06,316.1356201171875,361.3645935058594,35.664791107177734,113.70699310302734,727.7044067382812,153.04727172851562,401.3353576660156,75.89318084716797,466.0768737792969,90.27163696289062
2014-01-07,317.42559814453125,359.5427551269531,34.23564910888672,113.42530059814453,727.0579833984375,153.591064453125,395.3032531738281,75.48487854003906,465.4119873046875,90.35575866699219
2014-01-08,317.56890869140625,364.6143798828125,33.98095703125,109.62254333496094,734.2683715820312,154.34686279296875,398.5657958984375,75.77410125732422,465.9344482421875,90.39781951904297
2014-01-09,316.7328186035156,362.3493957519531,34.74504852294922,105.25643157958984,728.2017211914062,151.11172485351562,399.3403015136719,73.54544830322266,465.55450439453125,108.44374084472656
2014-01-10,316.3027648925781,361.4138488769531,34.094154357910156,100.74947357177734,727.5552368164062,149.2222442626953,402.8375244140625,71.62301635742188,467.3592529296875,116.81471252441406
2014-01-13,321.4626159667969,370.424560546875,33.294681549072266,98.49598693847656,715.6207275390625,147.99639892578125,413.2822570800781,71.11264038085938,469.3066101074219,116.81471252441406
2014-01-14,321.1998596191406,366.1407775878906,34.56109619140625,98.44902038574219,717.60986328125,146.07005310058594,413.7986145019531,70.4151382446289,462.98968505859375,114.92176818847656
2014-01-15,325.14141845703125,371.55706787109375,35.25444412231445,102.25178527832031,719.8475341796875,143.12985229492188,415.65283203125,70.58526611328125,468.7841796875,116.22577667236328
2014-01-16,321.55816650390625,364.1219787597656,35.183692932128906,99.5757827758789,710.1011352539062,145.16680908203125,415.9814453125,73.29026794433594,470.7790222167969,111.51448822021484
2014-01-17,317.71221923828125,364.07275390625,33.93850326538086,97.18144226074219,688.2212524414062,144.18978881835938,415.3242492675781,73.27323150634766,466.93182373046875,106.50875854492188
2014-01-20,320.12493896484375,369.193603515625,34.90776824951172,102.15788269042969,680.5134887695312,149.91348266601562,408.2828369140625,75.7230453491211,465.4594421386719,107.77072143554688
2014-01-21,323.0153503417969,378.9429016113281,34.95022964477539,100.70250701904297,677.5796508789062,148.03326416015625,405.1377258300781,76.30147552490234,455.24786376953125,112.14547729492188
2014-01-22,323.4931640625,380.22308349609375,34.8016471862793,100.65557098388672,699.2605590820312,144.0515594482422,409.55029296875,73.80061340332031,448.930908203125,110.67320251464844
2014-01-23,324.6398010253906,377.76116943359375,36.41473388671875,101.9700927734375,682.9999389648438,143.12985229492188,406.4286193847656,73.27323150634766,449.31085205078125,109.36917877197266
